meeting_id,department,word_count,positive_count,negative_count,sentiment_score
M_2046,Engineering,2891,151,57,3.82
M_2047,Operations,2145,83,75,6.25
M_2048,Finance,2983,161,87,4.46
M_2049,Engineering,2775,82,86,4.22
M_2050,Marketing,1601,33,46,4.89
M_2051,Marketing,2966,132,113,5.23
M_2052,Engineering,3277,125,53,6.39
M_2053,R&D,2654,113,105,5.25
M_2054,Product Management,3537,197,123,5.66
M_2055,Operations,1404,82,38,5.53
M_2056,Marketing,2921,132,87,5.61
M_2057,HR,1446,73,42,5.46
M_2058,Operations,1497,34,17,3.57
M_2059,Finance,1932,51,31,4.9
M_2060,Engineering,1652,81,64,6.03
M_2061,Marketing,2006,74,52,8.68
M_2062,Customer Support,2307,87,49,3.87
M_2063,Marketing,3253,105,106,5.6
M_2064,Engineering,2210,97,56,4.73
M_2065,Customer Support,1072,29,11,6.26
M_2066,Sales,3526,158,113,4.65
M_2067,Sales,1746,47,55,6.27
M_2068,Engineering,2447,55,36,3.95
M_2069,Sales,2901,96,112,5.39
M_2070,Customer Support,2679,78,44,4.69
M_2071,Marketing,3484,193,82,6.48
M_2072,Sales,2931,65,39,4.86
M_2073,Product Management,1724,46,48,5.52
M_2074,Product Management,4460,187,94,5.22
M_2075,Product Management,2674,104,55,5.4
M_2076,Sales,2367,51,82,6.48
M_2077,Marketing,3367,68,34,4.28
M_2078,Data Science,2724,162,92,5.91
M_2079,Customer Support,2859,132,77,4.36
M_2080,Engineering,4742,164,187,5.83
M_2081,Engineering,2252,87,62,5.38
M_2082,Marketing,2214,67,25,5.27
M_2083,Legal,2604,88,29,4.28
M_2084,Finance,3464,159,126,5.75
M_2085,Marketing,1144,63,40,6.52
M_2086,Engineering,730,19,14,4.64
M_2087,Operations,1971,105,56,4.34
M_2088,Customer Support,1029,25,25,5.11
M_2089,HR,2117,60,82,3.74
M_2090,Customer Support,2952,63,113,3.48
M_2091,IT,1698,43,67,4.01
M_2092,Sales,1215,68,43,5.6
M_2093,Marketing,2562,98,95,4.14
M_2094,Sales,3276,75,54,4.04
M_2095,Customer Support,974,56,34,3.97
M_2096,Finance,3238,178,101,5.75
M_2097,Operations,3235,162,125,4.1
M_2098,Customer Support,3358,192,91,4.63
M_2099,HR,3596,103,45,6.72
M_2100,R&D,4481,239,125,5.22
M_2101,Finance,2179,103,66,5.44
M_2102,Engineering,2598,142,43,4.62
M_2103,Operations,2125,110,46,7.03
M_2104,Customer Support,2501,84,69,4.26
M_2105,Sales,3879,197,82,5.88
M_2106,Product Management,1289,39,27,6.15
M_2107,Legal,1725,57,24,4.54
M_2108,Sales,3739,90,142,5.63
M_2109,Data Science,3418,196,111,5.02
M_2110,Engineering,2173,68,21,5.0
M_2111,Sales,3268,133,107,6.18
M_2112,Engineering,2807,100,90,5.48
M_2113,Legal,3850,224,39,4.47
M_2114,Operations,2567,85,54,4.51
M_2115,Engineering,3423,175,96,4.74
M_2116,Marketing,4877,264,115,4.39
M_2117,Operations,3038,113,101,3.77
M_2118,Engineering,2544,89,57,5.36
M_2119,Legal,3150,157,46,5.49
M_2120,Customer Support,2171,122,85,5.4
M_2121,Marketing,4649,233,80,3.59
M_2122,IT,2662,77,83,4.78
M_2123,HR,2254,125,32,4.53
M_2124,Data Science,1747,62,34,5.28
M_2125,Operations,3487,150,81,4.86
M_2126,Operations,3280,174,51,5.85
M_2127,Engineering,2052,56,48,5.02
M_2128,Legal,3018,155,44,3.47
M_2129,HR,1142,50,30,4.4
M_2130,Engineering,2666,148,79,5.26
M_2131,Engineering,2907,78,34,5.22
M_2132,Finance,4036,148,145,3.88
M_2133,Marketing,1806,96,28,4.35
M_2134,Customer Support,1349,28,22,4.68
M_2135,Legal,1694,41,50,3.44
M_2136,Engineering,1297,77,31,4.02
M_2137,Customer Support,3702,115,92,4.33
M_2138,Engineering,3893,229,53,5.06
M_2139,Product Management,2788,76,95,4.23
M_2140,Customer Support,3599,123,102,4.14
M_2141,Finance,2620,131,36,5.37
M_2142,Customer Support,2414,111,51,4.3
M_2143,Sales,2200,95,75,5.92
M_2144,Marketing,2220,91,60,5.08
M_2145,Customer Support,1106,59,14,5.1
M_2146,Marketing,2737,80,57,6.08
M_2147,HR,2463,92,42,5.87
M_2148,Marketing,3170,83,80,6.34
M_2149,Customer Support,2584,113,91,5.3
M_2150,Sales,2353,70,54,6.05
M_2151,Engineering,1715,57,39,4.76
M_2152,Customer Support,2564,99,95,4.33
M_2153,Customer Support,3164,66,86,3.9
M_2154,Engineering,1470,34,39,4.97
M_2155,Sales,2578,122,46,6.73
M_2156,Engineering,2709,100,76,4.51
M_2157,Sales,1853,101,50,6.03
M_2158,Marketing,1970,94,43,4.95
M_2159,Customer Support,2707,55,107,4.58
M_2160,Operations,1479,66,53,4.65
M_2161,Operations,2814,66,91,4.32
M_2162,HR,1694,86,44,4.7
M_2163,Product Management,3456,206,82,5.76
M_2164,Marketing,4604,189,71,5.44
M_2165,IT,1725,81,33,4.94
M_2166,Operations,2980,87,98,5.17
M_2167,Engineering,1845,69,43,4.81
M_2168,Operations,3436,186,125,6.08
M_2169,Sales,1361,36,19,5.0
M_2170,Operations,2932,89,74,4.9
M_2171,Engineering,1714,64,50,3.96
M_2172,Engineering,2313,112,58,4.96
M_2173,Product Management,1572,55,57,3.64
M_2174,Sales,3240,185,128,6.64
M_2175,Product Management,1746,41,23,5.72
M_2176,Sales,2996,104,41,6.71
M_2177,Operations,2190,105,30,5.37
M_2178,Operations,2396,69,72,4.28
M_2179,Marketing,2632,121,55,4.84
M_2180,Sales,1814,48,58,7.09
M_2181,Sales,2689,59,59,7.07
M_2182,Engineering,3877,96,111,5.06
M_2183,Sales,1799,102,59,5.55
M_2184,Operations,3554,149,93,6.25
M_2185,R&D,3848,199,100,4.7
M_2186,Product Management,1765,58,22,5.39
M_2187,Customer Support,1190,52,26,5.8
M_2188,Customer Support,2771,110,73,4.11
M_2189,Operations,2007,116,47,6.01
M_2190,Sales,4181,208,154,6.38
M_2191,Legal,2531,124,94,4.58
M_2192,Operations,1778,38,61,4.08
M_2193,Finance,1467,61,31,4.62
M_2194,Engineering,3480,134,109,5.3
M_2195,Marketing,1985,113,43,4.42
M_2196,Marketing,2539,76,43,5.5
M_2197,Product Management,3360,103,68,5.54
M_2198,Finance,2064,75,25,6.03
M_2199,HR,2458,73,49,3.98
M_2200,IT,2485,62,59,6.07
M_2201,Engineering,3114,169,120,6.51
M_2202,HR,3031,128,58,5.56
M_2203,Engineering,2301,125,85,4.34
M_2204,Customer Support,2557,136,43,4.69
M_2205,R&D,2165,67,34,5.11
M_2206,Sales,1170,49,29,6.2
M_2207,Product Management,2731,63,82,4.95
M_2208,Sales,4202,237,47,6.53
M_2209,R&D,1704,61,28,5.12
M_2210,Customer Support,1804,64,42,4.91
M_2211,Customer Support,1716,55,34,4.37
M_2212,Engineering,3152,121,98,4.8
M_2213,IT,2903,87,73,4.59
M_2214,Customer Support,2357,82,34,6.2
M_2215,Sales,1673,86,61,7.27
M_2216,Customer Support,2583,137,48,5.33
M_2217,Sales,1091,35,34,6.98
M_2218,Product Management,2629,101,87,5.69
M_2219,Engineering,3284,180,127,5.31
M_2220,Operations,1373,30,34,3.77
M_2221,Finance,1120,62,31,5.07
M_2222,Engineering,3921,112,78,4.82
M_2223,Sales,1949,91,59,4.9
M_2224,Engineering,3522,152,84,4.0
M_2225,Marketing,2361,99,54,5.86
M_2226,Sales,2354,127,83,6.26
M_2227,Finance,2894,69,33,4.19
M_2228,Sales,1704,57,62,5.03
M_2229,Sales,2619,108,93,6.88
M_2230,Customer Support,2156,113,54,4.21
M_2231,Engineering,1311,37,32,5.17
M_2232,Legal,2803,146,58,4.65
M_2233,Product Management,2263,81,90,5.37
M_2234,Operations,2358,64,31,4.46
M_2235,Finance,1410,71,39,5.3
M_2236,Legal,3932,92,119,4.56
M_2237,Engineering,3289,133,125,5.21
M_2238,Engineering,3367,75,112,4.95
M_2239,Sales,2225,76,65,6.12
M_2240,Customer Support,943,41,12,6.5
M_2241,Engineering,4257,179,90,7.26
M_2242,Finance,2445,88,34,4.71
M_2243,Data Science,1826,67,66,3.15
M_2244,Product Management,2875,83,93,5.44
M_2245,Marketing,3550,135,116,5.46
M_2246,Engineering,2479,144,73,6.14
M_2247,Product Management,3650,197,92,5.52
M_2248,Finance,3474,89,50,5.16
M_2249,Engineering,1531,32,30,5.92
M_2250,Engineering,1893,108,26,6.45
M_2251,Legal,3361,138,106,3.59
M_2252,Operations,150,6,2,4.61
M_2253,Customer Support,2365,121,73,4.71
M_2254,Product Management,1212,39,37,5.1
M_2255,Finance,2071,81,49,4.97
M_2256,Marketing,2231,131,31,6.09
M_2257,Marketing,2177,102,42,6.38
M_2258,Sales,2002,52,39,7.41
M_2259,Marketing,1512,38,46,5.68
M_2260,Customer Support,4562,128,61,4.11
M_2261,Finance,4180,211,145,5.04
M_2262,Legal,1454,46,47,4.44
M_2263,Marketing,3923,81,61,5.74
M_2264,Finance,2140,123,67,5.57
M_2265,Operations,2616,70,78,6.61
M_2266,Finance,2443,49,79,4.51
M_2267,Operations,1906,56,29,5.45
M_2268,Sales,3385,99,49,8.09
M_2269,Marketing,2613,96,44,4.97
M_2270,Engineering,2071,117,43,5.47
M_2271,HR,1325,73,44,4.46
M_2272,Marketing,1695,64,54,5.38
M_2273,Operations,1022,37,38,4.37
M_2274,IT,2511,105,29,6.14
M_2275,Finance,1423,42,14,5.31
M_2276,Customer Support,2260,49,70,3.83
M_2277,Marketing,3733,214,68,6.37
M_2278,Operations,3579,98,71,5.22
M_2279,Engineering,2470,69,65,5.78
M_2280,Sales,2421,94,31,4.99
M_2281,HR,4191,166,122,5.4
M_2282,Marketing,2968,61,58,5.91
M_2283,Engineering,2204,57,63,4.63
M_2284,Engineering,1216,42,42,3.99
M_2285,Sales,2854,135,43,6.08
M_2286,IT,3246,94,123,5.89
M_2287,Sales,1931,71,50,6.91
M_2288,Marketing,2762,116,104,4.94
M_2289,Engineering,2172,120,35,4.36
M_2290,Operations,2334,77,65,4.71
M_2291,Sales,260,6,5,5.36
M_2292,Sales,2300,91,76,6.24
M_2293,Marketing,3372,168,95,5.39
M_2294,Engineering,1931,47,47,4.4
M_2295,Engineering,2547,94,95,5.88
M_2296,Sales,1819,37,38,5.87
M_2297,Engineering,2824,60,46,5.4
M_2298,Engineering,2305,90,65,3.73
M_2299,Sales,1654,52,47,3.55
M_2300,Customer Support,3699,199,85,3.83
M_2301,Finance,3336,147,82,4.81
M_2302,Marketing,1955,74,75,5.73
M_2303,Sales,2948,107,94,3.65
M_2304,R&D,2983,118,39,6.54
M_2305,HR,3078,66,50,5.19
M_2306,Engineering,975,54,38,6.25
M_2307,Operations,3405,204,108,4.57
M_2308,Engineering,1987,54,74,5.3
M_2309,Sales,2177,54,41,5.9
M_2310,Marketing,4874,125,157,5.87
M_2311,Product Management,2771,128,87,4.96
M_2312,Marketing,2152,99,40,5.94
M_2313,Operations,515,27,13,6.15
M_2314,Data Science,3750,187,108,4.69
M_2315,Engineering,1289,48,31,5.33
M_2316,Sales,1596,71,55,4.13
M_2317,HR,2201,104,77,5.68
M_2318,HR,3774,152,134,6.61
M_2319,HR,3195,124,108,4.05
M_2320,Legal,2357,107,58,4.62
M_2321,Customer Support,2777,117,59,5.44
M_2322,Finance,1959,89,68,5.13
M_2323,Sales,2625,116,64,6.13
M_2324,Customer Support,2566,125,44,4.6
M_2325,IT,3371,154,85,4.86
M_2326,Customer Support,3370,137,48,4.78
M_2327,Engineering,2944,139,90,5.2
M_2328,Operations,2173,82,43,4.23
M_2329,Engineering,3167,93,56,5.06
M_2330,Sales,2417,48,93,6.98
M_2331,Engineering,1526,64,50,4.76
M_2332,Finance,2137,93,71,4.11
M_2333,Operations,2576,151,73,5.18
M_2334,Engineering,3319,114,116,4.42
M_2335,HR,2334,83,76,3.96
M_2336,Marketing,1411,39,39,5.37
M_2337,HR,2551,58,99,4.27
M_2338,Engineering,2602,132,40,4.85
M_2339,HR,2667,79,102,5.04
M_2340,Customer Support,3327,147,73,3.68
M_2341,Engineering,3417,162,88,3.82
M_2342,Engineering,1965,76,26,5.79
M_2343,HR,1945,107,50,3.75
M_2344,R&D,1563,59,44,4.31
M_2345,Operations,3128,98,124,3.48
M_2346,Operations,3803,212,149,4.78
M_2347,HR,2216,120,86,5.5
M_2348,Finance,2282,60,46,5.15
M_2349,Engineering,3820,80,151,6.73
M_2350,Operations,2955,69,69,5.87
M_2351,R&D,2892,90,102,4.21
M_2352,Operations,1428,84,23,4.47
M_2353,Product Management,3110,131,78,7.34
M_2354,Customer Support,1663,58,64,5.35
M_2355,Engineering,1479,82,56,5.65
M_2356,Legal,2187,83,66,4.62
M_2357,Engineering,1972,64,66,5.21
M_2358,Finance,2300,132,35,4.24
M_2359,Engineering,1203,64,38,5.34
M_2360,Engineering,3362,180,95,5.31
M_2361,HR,3514,142,44,4.56
M_2362,Sales,747,38,10,5.69
M_2363,Marketing,3380,91,44,6.67
M_2364,Finance,1770,75,56,5.01
M_2365,Engineering,3271,194,46,7.11
M_2366,Engineering,2438,77,58,3.69
M_2367,Finance,2525,130,52,4.89
M_2368,Sales,2333,92,61,4.48
M_2369,Customer Support,3590,77,111,3.62
M_2370,Operations,1384,69,42,4.53
M_2371,Product Management,3047,81,77,5.27
M_2372,Operations,3491,157,83,5.43
M_2373,HR,3144,73,68,4.47
M_2374,Operations,4592,265,164,3.44
M_2375,Sales,2023,64,40,7.25
M_2376,Sales,3361,97,59,5.62
M_2377,Customer Support,2404,60,77,3.71
M_2378,Marketing,3610,208,75,5.87
M_2379,Customer Support,2493,120,88,4.87
M_2380,Customer Support,2150,106,42,4.64
M_2381,Product Management,3675,146,114,5.21
M_2382,R&D,2057,80,23,4.35
M_2383,Marketing,1228,29,26,5.91
M_2384,Sales,2034,86,41,5.09
M_2385,Finance,3057,91,105,4.47
M_2386,HR,3752,221,146,5.72
M_2387,Finance,2600,134,61,6.24
M_2388,Operations,3686,134,128,6.28
M_2389,Operations,1277,33,39,5.8
M_2390,HR,2101,108,81,4.87
M_2391,Engineering,2240,55,76,3.67
M_2392,Marketing,2396,66,29,6.59
M_2393,Engineering,2575,73,80,6.07
M_2394,Legal,3121,131,81,4.16
M_2395,Sales,2099,108,22,7.07
M_2396,Engineering,2625,85,46,4.88
M_2397,Engineering,2459,57,92,6.06
M_2398,Operations,1666,64,62,4.6
M_2399,Operations,2397,119,81,6.74
M_2400,Sales,2370,68,93,6.35
M_2401,Engineering,2351,67,80,6.38
M_2402,HR,2528,146,26,5.1
M_2403,Sales,2568,149,47,6.58
M_2404,Operations,2110,125,23,4.71
M_2405,Finance,3645,190,46,6.07
M_2406,HR,1447,39,23,5.83
M_2407,Sales,1851,52,46,7.99
M_2408,Data Science,5001,168,177,5.37
M_2409,Marketing,1565,51,56,5.82
M_2410,Operations,1281,74,36,4.92
M_2411,Engineering,3161,162,119,5.57
M_2412,Marketing,630,30,15,5.18
M_2413,Engineering,2288,62,83,5.0
M_2414,Marketing,4431,249,104,5.74
M_2415,IT,1109,58,20,5.06
M_2416,HR,716,19,26,4.95
M_2417,Engineering,1150,63,24,5.04
M_2418,Engineering,3308,102,83,4.75
M_2419,HR,3512,81,69,5.9
M_2420,Engineering,2038,94,60,5.31
M_2421,Engineering,3114,143,124,5.34
M_2422,Customer Support,3751,89,40,3.65
M_2423,Marketing,4108,134,151,5.56
M_2424,Sales,2278,136,23,6.81
M_2425,Legal,428,20,8,4.47
M_2426,Engineering,1761,86,26,7.01
M_2427,IT,2115,60,69,3.13
M_2428,Sales,2266,52,26,6.6
M_2429,Legal,2330,72,61,5.06
M_2430,Finance,3507,105,66,5.54
M_2431,Customer Support,3646,107,51,4.87
M_2432,Data Science,2345,64,77,5.39
M_2433,Sales,3488,149,57,6.85
M_2434,IT,2821,93,47,4.58
M_2435,HR,2558,135,46,5.59
M_2436,HR,3315,90,91,4.85
M_2437,Sales,2565,98,76,4.84
M_2438,Finance,4352,89,45,5.67
M_2439,Engineering,1205,47,20,4.77
M_2440,Finance,2036,45,46,3.8
M_2441,Finance,2386,141,47,4.96
M_2442,Customer Support,2895,149,105,4.15
M_2443,Product Management,3641,144,122,5.88
M_2444,Marketing,2478,58,71,5.32
M_2445,Sales,1219,53,24,7.3
M_2446,Sales,3258,164,101,5.36
M_2447,Engineering,3179,87,112,5.62
M_2448,Engineering,752,32,20,7.43
M_2449,Sales,2496,131,83,6.3
M_2450,Sales,1068,54,34,6.76
M_2451,IT,1901,99,51,5.81
M_2452,Finance,1687,93,32,4.22
M_2453,Sales,3228,185,104,6.58
M_2454,Finance,2605,94,42,5.44
M_2455,Engineering,1342,57,44,4.89
M_2456,Marketing,3292,169,112,4.69
M_2457,Operations,1209,57,41,5.69
M_2458,Marketing,2797,167,67,4.81
M_2459,HR,1767,36,27,6.76
M_2460,Data Science,2170,74,28,5.3
M_2461,Legal,2953,92,95,3.61
M_2462,Operations,2969,90,108,4.53
M_2463,Finance,3703,107,109,4.77
M_2464,Operations,2425,117,34,7.27
M_2465,Sales,2775,64,105,4.77
M_2466,HR,2106,104,83,5.01
M_2467,Engineering,2663,127,61,4.82
M_2468,Marketing,2895,86,80,5.69
M_2469,Finance,2411,72,80,4.55
M_2470,Sales,876,39,28,4.85
M_2471,IT,2798,141,109,4.96
M_2472,Legal,2828,155,38,4.66
M_2473,Customer Support,1887,102,51,4.41
M_2474,Finance,1344,78,41,4.84
M_2475,Product Management,3828,165,140,6.01
M_2476,Engineering,2942,165,106,4.94
M_2477,Customer Support,2293,120,90,3.89
M_2478,Engineering,1476,82,37,4.94
M_2479,Customer Support,1760,36,61,4.51
M_2480,Sales,3672,215,83,4.93
M_2481,Product Management,2623,102,59,6.46
M_2482,R&D,2004,104,35,6.04
M_2483,Engineering,2958,74,102,6.05
M_2484,Marketing,1767,63,69,5.54
M_2485,Data Science,3850,118,68,3.45
M_2486,Marketing,3717,117,43,6.75
M_2487,Product Management,2080,51,71,4.21
M_2488,Finance,1934,101,55,4.61
M_2489,HR,150,3,5,4.99
M_2490,Sales,1166,37,20,7.19
M_2491,Sales,1294,34,15,6.89
M_2492,Customer Support,2621,114,64,5.44
M_2493,HR,2206,66,27,4.93
M_2494,Marketing,1289,39,23,5.11
M_2495,Marketing,2246,88,30,5.81
M_2496,Finance,2954,136,49,5.19
M_2497,Product Management,2975,73,39,5.83
M_2498,Data Science,790,21,30,5.55
M_2499,HR,2384,71,43,5.59
M_2500,Customer Support,1254,73,29,3.06
M_2501,Customer Support,3311,118,122,4.68
M_2502,Finance,3205,140,97,5.05
M_2503,IT,1691,50,48,5.15
M_2504,Sales,1810,71,56,5.15
M_2505,Engineering,2084,47,72,3.82
M_2506,Product Management,472,10,17,5.22
M_2507,Marketing,2802,108,82,5.05
M_2508,Product Management,2254,81,82,5.46
M_2509,Legal,3373,85,87,4.01
M_2510,Engineering,1511,71,27,6.42
M_2511,Legal,1942,115,70,5.43
M_2512,Marketing,1144,40,30,5.59
M_2513,Marketing,1596,71,59,5.15
M_2514,Operations,1436,84,16,6.16
M_2515,R&D,3396,180,74,5.63
M_2516,Engineering,1871,72,71,5.2
M_2517,Marketing,2611,129,45,6.46
M_2518,Operations,2157,54,82,6.01
M_2519,Customer Support,1357,54,52,3.69
M_2520,Operations,2348,73,85,4.11
M_2521,Engineering,3039,80,81,4.37
M_2522,Sales,1413,52,41,4.46
M_2523,HR,3228,81,116,4.84
M_2524,Customer Support,1735,83,57,5.18
M_2525,Sales,2065,78,59,5.84
M_2526,Sales,2977,122,117,5.28
M_2527,IT,1902,49,58,5.85
M_2528,Engineering,2533,64,99,4.97
M_2529,Data Science,2216,96,25,5.59
M_2530,Operations,2616,155,37,6.37
M_2531,Customer Support,357,8,8,4.51
M_2532,Sales,853,26,18,7.75
M_2533,Engineering,3054,167,102,4.85
M_2534,Customer Support,3433,78,50,6.15
M_2535,Product Management,1680,92,65,4.38
M_2536,Customer Support,2280,93,44,5.18
M_2537,Engineering,2765,100,63,4.62
M_2538,Customer Support,3123,101,56,5.56
M_2539,Customer Support,675,21,18,4.29
M_2540,Operations,1702,54,20,5.43
M_2541,Customer Support,2200,121,31,4.5
M_2542,Product Management,3132,153,101,5.92
M_2543,Operations,4748,222,74,4.79
M_2544,Engineering,2294,119,39,6.7
M_2545,Marketing,1233,37,41,4.38
M_2546,Engineering,2862,127,36,4.24
M_2547,HR,3688,141,85,5.91
M_2548,HR,2597,133,27,4.93
M_2549,Engineering,1684,54,34,5.11
M_2550,Sales,3362,153,104,5.62
M_2551,Engineering,3097,171,39,4.38
M_2552,Customer Support,1576,56,57,4.54
M_2553,R&D,2843,64,106,5.86
M_2554,Engineering,3397,138,44,6.08
M_2555,IT,3563,120,141,5.13
M_2556,Marketing,2440,114,46,6.48
M_2557,Sales,2177,126,27,5.3
M_2558,Engineering,3604,142,36,5.03
M_2559,Marketing,1410,54,31,5.75
M_2560,Customer Support,2894,133,83,4.66
M_2561,Operations,1266,30,25,4.84
M_2562,Engineering,3458,104,121,3.99
M_2563,Engineering,2267,128,71,3.59
M_2564,HR,3641,170,74,5.92
M_2565,Sales,2942,60,94,5.84
M_2566,Sales,1399,39,53,6.46
M_2567,Sales,3782,178,48,5.74
M_2568,Customer Support,3896,197,74,4.37
M_2569,R&D,3294,176,78,5.3
M_2570,HR,1814,57,45,5.75
M_2571,Legal,2224,127,58,4.61
M_2572,Sales,2630,110,50,6.75
M_2573,Marketing,1866,89,56,4.59
M_2574,Sales,4023,176,118,5.77
M_2575,Operations,2629,65,71,4.92
M_2576,IT,150,8,2,6.38
M_2577,Finance,2805,69,68,5.17
M_2578,HR,2186,66,45,6.49
M_2579,Operations,2432,127,60,4.2
M_2580,Engineering,2168,97,81,5.18
M_2581,Legal,3226,172,78,4.89
M_2582,Marketing,3507,142,36,6.09
M_2583,Marketing,2754,96,63,4.69
M_2584,Finance,2194,124,75,6.57
M_2585,Operations,2462,52,82,4.89
M_2586,Engineering,2517,136,63,4.42
M_2587,Operations,1777,51,31,5.1
M_2588,Sales,3021,162,72,5.8
M_2589,Customer Support,2914,74,78,6.64
M_2590,Customer Support,3886,167,155,5.4
M_2591,Customer Support,3629,201,106,4.88
M_2592,Finance,1882,73,58,4.99
M_2593,Marketing,3238,161,80,6.31
M_2594,Engineering,1644,85,33,6.12
M_2595,Customer Support,3126,154,107,2.6
M_2596,Sales,2035,116,50,6.71
M_2597,Marketing,1579,59,62,5.25
M_2598,Sales,2752,74,65,4.58
M_2599,Engineering,150,3,1,5.84
M_2600,Operations,924,27,28,6.79
M_2601,Engineering,2340,60,26,5.59
M_2602,Customer Support,2574,108,45,5.64
M_2603,Sales,2167,59,44,7.49
M_2604,Engineering,1078,23,34,4.23
M_2605,Marketing,1763,37,43,3.65
M_2606,Engineering,2852,151,30,5.95
M_2607,Sales,3023,131,86,5.69
M_2608,Operations,2485,85,55,4.02
M_2609,Engineering,3541,197,133,5.12
M_2610,Product Management,2857,65,71,5.56
M_2611,Engineering,1827,108,57,5.16
M_2612,Sales,2247,100,37,5.35
M_2613,Customer Support,1237,33,40,4.38
M_2614,Sales,2402,113,75,5.91
M_2615,Engineering,3500,176,129,3.59
M_2616,HR,3116,115,34,5.15
M_2617,Sales,3761,204,88,4.87
M_2618,Product Management,2227,57,67,5.48
M_2619,Sales,3711,115,47,4.52
M_2620,Customer Support,2326,55,51,5.36
M_2621,Legal,3824,108,146,4.12
M_2622,Marketing,2480,73,57,4.86
M_2623,Legal,3136,177,124,4.86
M_2624,HR,3827,88,44,4.42
M_2625,IT,2325,86,73,5.28
M_2626,Engineering,2696,111,73,4.56
M_2627,Operations,3659,204,91,4.86
M_2628,Marketing,2380,142,93,5.81
M_2629,HR,1311,65,18,4.45
M_2630,Operations,4428,260,163,4.21
M_2631,Operations,2077,106,63,5.41
M_2632,Engineering,2642,154,46,5.39
M_2633,Engineering,3540,170,131,5.25
M_2634,Customer Support,1952,45,44,4.85
M_2635,Operations,1592,57,54,5.06
M_2636,IT,2728,125,59,5.73
M_2637,Customer Support,886,30,31,4.66
M_2638,IT,2240,69,65,3.41
M_2639,Operations,2720,117,38,3.89
M_2640,Sales,2257,129,66,7.84
M_2641,Engineering,1110,23,17,5.05
M_2642,Customer Support,3934,199,87,5.56
M_2643,Operations,2593,126,39,5.06
M_2644,Engineering,3788,221,40,5.43
M_2645,HR,2265,129,37,5.04
M_2646,IT,1707,86,44,7.22
M_2647,Marketing,2742,111,67,5.63
M_2648,Marketing,2305,64,57,4.83
M_2649,Marketing,1440,60,25,4.12
M_2650,Sales,3822,193,116,7.8
M_2651,HR,1939,108,60,5.12
M_2652,HR,843,43,17,5.9
M_2653,Engineering,3695,102,134,5.6
M_2654,Customer Support,2046,89,59,4.39
M_2655,HR,1952,64,61,5.55
M_2656,Customer Support,911,18,16,4.18
M_2657,Product Management,4066,113,40,4.39
M_2658,Sales,1339,32,48,6.68
M_2659,Operations,2552,137,88,5.07
M_2660,Marketing,3321,100,45,5.86
M_2661,Legal,2879,90,61,4.89
M_2662,Sales,2446,142,72,6.67
M_2663,Operations,968,34,28,3.82
M_2664,Finance,1771,36,63,4.38
M_2665,Sales,2669,83,37,5.65
M_2666,Engineering,1791,44,41,4.35
M_2667,Operations,2683,64,34,5.46
M_2668,Customer Support,3113,71,67,5.49
M_2669,Sales,3366,147,35,7.37
M_2670,Operations,1396,38,51,4.64
M_2671,HR,4476,154,115,5.32
M_2672,Customer Support,3190,173,113,5.1
M_2673,Engineering,2498,92,29,5.75
M_2674,Legal,3480,197,58,4.23
M_2675,Sales,4628,184,82,7.68
M_2676,HR,1205,43,26,5.88
M_2677,Engineering,2297,114,78,5.92
M_2678,Engineering,359,8,7,5.99
M_2679,Marketing,2673,63,43,5.78
M_2680,Sales,2828,130,33,5.2
M_2681,Product Management,2464,97,30,5.16
M_2682,Engineering,1910,98,62,3.87
M_2683,HR,655,37,15,5.67
M_2684,Sales,2836,100,90,5.63
M_2685,Engineering,3809,167,116,5.1
M_2686,Engineering,1968,78,27,6.22
M_2687,HR,2896,171,41,5.08
M_2688,Marketing,1088,57,35,5.25
M_2689,HR,2911,164,92,5.26
M_2690,Finance,2145,64,45,3.62
M_2691,Finance,1813,92,22,5.17
M_2692,Engineering,1815,55,18,3.22
M_2693,Marketing,2145,60,39,4.86
M_2694,IT,2844,164,29,6.16
M_2695,Marketing,1319,27,22,5.67
M_2696,Operations,2142,125,48,4.88
M_2697,Sales,2462,63,33,5.93
M_2698,Customer Support,1510,79,19,4.17
M_2699,Customer Support,4116,127,151,4.54
M_2700,Marketing,1731,58,47,7.78
M_2701,IT,1897,54,72,6.38
M_2702,Engineering,1619,70,32,5.28
M_2703,Engineering,4118,139,124,5.16
M_2704,Customer Support,2997,138,48,4.16
M_2705,Customer Support,1657,34,47,3.94
M_2706,Engineering,3495,78,48,5.38
M_2707,Sales,2680,64,26,5.43
M_2708,Engineering,2731,100,103,5.71
M_2709,Sales,2189,115,58,7.49
M_2710,Customer Support,1825,101,69,5.01
M_2711,Marketing,2803,83,56,5.44
M_2712,Sales,2009,86,39,4.47
M_2713,HR,4135,209,91,5.88
M_2714,Engineering,1357,42,42,4.09
M_2715,Sales,3882,141,104,5.48
M_2716,Operations,2399,98,90,5.8
M_2717,IT,2769,70,29,5.97
M_2718,Product Management,3249,68,101,4.53
M_2719,Engineering,1932,50,38,4.73
M_2720,Legal,3277,147,50,4.26
M_2721,Customer Support,150,3,3,3.72
M_2722,Customer Support,1852,51,46,4.16
M_2723,Marketing,1668,55,23,4.1
M_2724,HR,1371,31,22,5.61
M_2725,Sales,2306,63,51,6.17
M_2726,Engineering,2847,160,63,5.79
M_2727,Sales,3132,65,61,4.89
